POP N MAF Chrom NS SS pNpS private TH.pNpS TH.private Status
CH_Cha_15_39 18176 0 genomewide 56880 149484 0.38050895079072 4.25949831403092 Keep Keep Keep
CH_Cha_16_38 71460 0 genomewide 67372 168634 0.399516111816123 4.85406301186642 Keep Keep Keep
CY_Nic_14_11 27786 0 genomewide 61289 165607 0.370087013230117 4.44382603137754 Keep Keep Keep
DE_Bro_14_14 12909 0 genomewide 57487 160304 0.358612386465715 4.11089260080222 Keep Keep Keep
DE_Bro_14_15 18870 0 genomewide 59439 162460 0.365868521482211 4.27577190016493 Keep Keep Keep
DE_Bro_15_53 22657 0 genomewide 65781 160616 0.409554465308562 4.35520240465805 Keep Keep Keep
DE_Bro_15_54 24536 0 genomewide 67969 163630 0.415382264865856 4.38980376297443 Keep Keep Keep
DE_Bro_16_10 28774 0 genomewide 63119 171341 0.368382348649769 4.45900023926869 Keep Keep Keep
DE_Bro_16_11 31342 0 genomewide 64811 173954 0.372575508467756 4.49612670627584 Keep Keep Keep
DE_Mun_14_31 14303 0 genomewide 57095 161349 0.353860265635362 4.1554271386398 Keep Keep Keep
DE_Mun_14_32 79309 0 genomewide 79169 164588 0.481013196587844 4.89932247393238 Keep Keep Keep
DE_Mun_15_45 18740 0 genomewide 63557 163804 0.388006397890161 4.27276958655176 Keep Keep Keep
DE_Mun_15_46 21631 0 genomewide 63505 158160 0.401523773394031 4.33507659731441 Keep Keep Keep
DE_Mun_16_12 29443 0 genomewide 65254 174971 0.372941801784296 4.46898205896257 Keep Keep Keep
DE_Mun_16_13 35150 0 genomewide 69129 181491 0.380894920409276 4.54592532935584 Keep Keep Keep
DK_Kar_14_39 55397 0 genomewide 70208 158507 0.442933119672948 4.74348624633992 Keep Keep Keep
DK_Kar_14_41 55814 0 genomewide 68886 153935 0.447500568421736 4.74674314804394 Keep Keep Keep
DK_Kar_16_2 20605 0 genomewide 50107 143370 0.349494315407686 4.31397261886061 Keep Keep Keep
DK_Kar_16_3 22916 0 genomewide 55026 151740 0.362633451957295 4.36013881357758 Keep Keep Keep
DK_Kar_16_4 24992 0 genomewide 58842 161527 0.364285846948188 4.39780101219721 Keep Keep Keep
ES_ba_12_fall 14848 0 genomewide 68495 186949 0.3663833451904 4.17166795887479 Keep Keep Keep
ES_ba_12_spring 9289 0 genomewide 50099 151423 0.330854625783401 3.96796896287869 Keep Keep Keep
ES_Ben_16_32 39841 0 genomewide 61003 165073 0.369551652905078 4.60033023058077 Keep Keep Keep
ES_Cor_15_33 26319 0 genomewide 60742 152857 0.397377941474712 4.42026938407823 Keep Keep Keep
ES_Gim_14_34 64410 0 genomewide 72340 170338 0.424685037983304 4.80895329915591 Keep Keep Keep
ES_Gim_14_35 31702 0 genomewide 59911 162517 0.368644511035769 4.5010866616362 Keep Keep Keep
ES_Gim_15_30 15324 0 genomewide 54422 147480 0.369012747491185 4.18537214331104 Keep Keep Keep
ES_Gim_15_31 22414 0 genomewide 58929 155293 0.379469776487028 4.35051936759754 Keep Keep Keep
ES_Gim_16_33 40238 0 genomewide 47689 148068 0.322074992570981 4.60463638629862 Keep Keep Keep
ES_Gim_16_34 24225 0 genomewide 59979 170676 0.351420234830908 4.3842637857228 Keep Keep Keep
ES_Gua_15_32 29298 0 genomewide 63010 157549 0.399939066576113 4.46683797466777 Keep Keep Keep
ES_Pur_16_35 38716 0 genomewide 62516 174841 0.357559153745403 4.58789048118635 Keep Keep Keep
ES_Tom_15_28 22407 0 genomewide 56119 148651 0.37752184647261 4.35038371415839 Keep Keep Keep
ES_Tom_15_29 34180 0 genomewide 67640 166256 0.406842459820999 4.53377205838472 Keep Keep Keep
ES_Tom_16_36 49775 0 genomewide 67927 178037 0.38153305211838 4.69701126869945 Keep Keep Keep
ES_Tom_16_37 35732 0 genomewide 61788 170015 0.363426756462665 4.55305732531677 Keep Keep Keep
FI_Aka_14_36 73744 0 genomewide 76871 151669 0.506833960796208 4.86772669078045 Keep Keep Keep
FI_Aka_14_37 45562 0 genomewide 67029 159636 0.419886491768774 4.65860277971566 Keep Keep Keep
FI_Aka_15_34 16587 0 genomewide 63024 158008 0.398865880208597 4.2197678446584 Keep Keep Keep
FI_Aka_15_35 14095 0 genomewide 61126 154221 0.39635328522056 4.14906508020762 Keep Keep Keep
FI_Aka_16_5 24759 0 genomewide 63740 171333 0.372024070085739 4.39373309982901 Keep Keep Keep
FI_Aka_16_6 32478 0 genomewide 68143 178694 0.381339048876851 4.51158927747471 Keep Keep Keep
FI_Ves_14_38 58789 0 genomewide 74948 166944 0.448940962238835 4.76929607290935 Keep Keep Keep
FI_Ves_16_7 38482 0 genomewide 68975 177852 0.387822459123316 4.58525763525746 Keep Keep Keep
FL_ho_10_fall 2001617 0 genomewide 466350 354826 1.31430616696634 6.30138098088594 Exclude Exclude Exclude
FL_ho_10_spring 34315 0 genomewide 66930 167323 0.400004781171746 4.53548400322669 Keep Keep Keep
FR_Got_14_08 1342923 0 genomewide 502585 237054 2.12012874703654 6.12805111197341 Exclude Exclude Exclude
FR_Got_15_47 15462 0 genomewide 55929 141461 0.395366920918133 4.18926566893455 Keep Keep Keep
FR_Got_15_48 25670 0 genomewide 53972 156229 0.345467230795819 4.40942586867144 Keep Keep Keep
FR_Got_15_49 18511 0 genomewide 51747 139474 0.371015386380257 4.267429880814 Keep Keep Keep
FR_Got_16_8 29419 0 genomewide 60606 163455 0.370780948885014 4.46862790626157 Keep Keep Keep
FR_Vil_14_05 816701 0 genomewide 342730 206459 1.66003903922813 5.91206308735563 Exclude Exclude Exclude
FR_Vil_14_07 809469 0 genomewide 319594 207413 1.54085809471923 5.90820022135779 Exclude Exclude Exclude
FR_Vil_15_40 25685 0 genomewide 64373 160359 0.401430540225369 4.40967957006036 Keep Keep Keep
FR_Vil_15_41 21972 0 genomewide 62196 156090 0.398462425523736 4.34186959034932 Keep Keep Keep
FR_Vil_16_9 34042 0 genomewide 67075 178965 0.374793954125108 4.53201506737754 Keep Keep Keep
GA_at_14_fall 48632 0 genomewide 82318 216954 0.379426053449118 4.68692213037638 Keep Keep Keep
GA_at_14_spring 25409 0 genomewide 71304 193309 0.368860218613722 4.40498757323503 Keep Keep Keep
GA_ha_08_spring 29121 0 genomewide 71851 178839 0.401763597425617 4.46420628434378 Keep Keep Keep
GS_Des_15_1 60066 0 genomewide 62567 162969 0.383919641158748 4.7786287117581 Keep Keep Keep
GS_Sai_15_2 52670 0 genomewide 59681 156947 0.380262126705193 4.72156331835748 Keep Keep Keep
HU_Sze_16_14 17935 0 genomewide 55366 154383 0.358627569097634 4.25370138101199 Keep Keep Keep
IL_ur_15_spring 19777 0 genomewide 70429 194364 0.362356197649771 4.29616041353726 Keep Keep Keep
IT_Mez_15_43 32131 0 genomewide 55972 153507 0.36462180877745 4.50692424213177 Keep Keep Keep
IT_Mez_15_44 35525 0 genomewide 52771 155267 0.339872606542279 4.55053408659951 Keep Keep Keep
IT_Tre_16_15 43261 0 genomewide 52425 150592 0.348126062473438 4.63609655415676 Keep Keep Keep
KA_to_14_fall 13099 0 genomewide 63842 183905 0.34714662461597 4.11723814213982 Keep Keep Keep
KA_to_14_spring 16198 0 genomewide 67565 189942 0.355713849490897 4.20946139462999 Keep Keep Keep
MA_la_12_fall 11962 0 genomewide 60348 175061 0.344725552807307 4.07780379807609 Keep Keep Keep
MA_la_12_spring 14682 0 genomewide 64915 181816 0.357036784441413 4.16678521973543 Keep Keep Keep
MA_la_14_fall 27206 0 genomewide 77947 204849 0.380509546055875 4.43466469372291 Keep Keep Keep
MA_la_14_spring 8942 0 genomewide 63595 183425 0.346708463949843 3.95143466553201 Keep Keep Keep
ME_bo_09_fall.r1 111324 0 genomewide 80385 179917 0.446789352868267 5.0465888026451 Keep Keep Keep
ME_bo_09_fall.r2 834891 0 genomewide 273443 223158 1.22533362012565 5.92162977944944 Exclude Exclude Exclude
MI_bh_14_fall 33711 0 genomewide 82384 208795 0.394568835460619 4.52777163558358 Keep Keep Keep
MI_bh_14_spring 21251 0 genomewide 76768 202347 0.379387883190756 4.32737937129285 Keep Keep Keep
NC_ra_03_n 4313 0 genomewide 40907 128155 0.319199406968125 3.63477945814595 Keep Keep Keep
NY_it_12_fall 13124 0 genomewide 54142 158817 0.340908089184407 4.11806622171401 Keep Keep Keep
NY_it_12_spring 21283 0 genomewide 66932 184908 0.361974603586649 4.32803284503353 Keep Keep Keep
ON_su_15_fall 19057 0 genomewide 71786 194636 0.36882180069463 4.28005453397325 Keep Keep Keep
ON_su_15_spring 7973 0 genomewide 69235 194288 0.356352425265585 3.90162176409336 Keep Keep Keep
PA_li_09_fall 13093 0 genomewide 65076 181612 0.358324339801335 4.11703916787768 Keep Keep Keep
PA_li_09_spring 30524 0 genomewide 77750 178961 0.434452199082482 4.48464144488241 Keep Keep Keep
PA_li_10_fall 27183 0 genomewide 69680 172816 0.403203407091936 4.43429738512451 Keep Keep Keep
PA_li_10_spring 9277 0 genomewide 24471 49421 0.495153881953016 3.96740755659747 Keep Keep Keep
PA_li_11_fall 2221909 0 genomewide 488712 355271 1.37560341260615 6.34672626810298 Exclude Exclude Exclude
PA_li_11_frost 11548 0 genomewide 65726 177914 0.369425677574559 4.06250677520868 Keep Keep Keep
PA_li_11_spring 14109 0 genomewide 67044 181258 0.3698816052257 4.14949623346574 Keep Keep Keep
PA_li_12_fall 4181 0 genomewide 48681 153109 0.31794995722002 3.62128016755041 Keep Keep Keep
PA_li_12_spring 9268 0 genomewide 67179 188592 0.356213413082209 3.96698602511794 Keep Keep Keep
PA_li_12_sum 14424 0 genomewide 63849 181464 0.351854913371247 4.15908571371435 Keep Keep Keep
PA_li_13_spring 16842 0 genomewide 67923 189767 0.357928406941144 4.22639366301808 Keep Keep Keep
PA_li_14_fall 25774 0 genomewide 81526 210024 0.388174684797928 4.41118182418225 Keep Keep Keep
PA_li_14_spring 9239 0 genomewide 65830 186435 0.353098935285756 3.96562496710924 Keep Keep Keep
PA_li_15_fall 24282 0 genomewide 76774 202501 0.379128991955595 4.38528445477521 Keep Keep Keep
PA_li_15_spring 31973 0 genomewide 91805 225066 0.407902570801454 4.50478338767361 Keep Keep Keep
PA_st_14_fall 17460 0 genomewide 72679 196558 0.369758544551735 4.24204423936955 Keep Keep Keep
PA_st_14_spring 19802 0 genomewide 68510 187498 0.365390564166018 4.2967090561756 Keep Keep Keep
PA_st_15_spring 15643 0 genomewide 71442 195417 0.36558743609819 4.19432004530342 Keep Keep Keep
PO_Brz_15_12 16829 0 genomewide 59237 151100 0.392038385175381 4.22605831042711 Keep Keep Keep
PO_Brz_16_17 28743 0 genomewide 63916 169669 0.376709947014481 4.45853209488555 Keep Keep Keep
PO_Gda_16_16 25351 0 genomewide 59006 161697 0.36491709802903 4.40399509526368 Keep Keep Keep
PT_Rec_14_33 64879 0 genomewide 71430 162300 0.440110905730129 4.81210414734014 Keep Keep Keep
PT_Rec_15_16 42330 0 genomewide 46045 142359 0.323442845201217 4.62664826847401 Keep Keep Keep
PT_Rec_16_18 64247 0 genomewide 74568 192144 0.388083937047215 4.80785285318833 Keep Keep Keep
RS_Kal_16_28 24340 0 genomewide 55579 150450 0.36941841143237 4.38632057389405 Keep Keep Keep
RS_Kal_16_29 31435 0 genomewide 60207 158027 0.380991855822106 4.49741346468621 Keep Keep Keep
RS_Sla_16_30 18657 0 genomewide 54917 151257 0.36307080002909 4.27084181153319 Keep Keep Keep
RS_Sla_16_31 20157 0 genomewide 54817 150372 0.364542601016147 4.3044258958094 Keep Keep Keep
RU_Ale_15_55 6427 0 genomewide 34299 99937 0.343206219918549 3.8080082999104 Keep Keep Keep
RU_Ale_16_22 30119 0 genomewide 62881 167835 0.374659635951977 4.4788405484818 Keep Keep Keep
RU_tul_15_37 11832 0 genomewide 52124 139831 0.372764265434703 4.07305816098884 Keep Keep Keep
RU_Val_14_51 780660 0 genomewide 292530 207876 1.40723315822894 5.89246192725207 Exclude Exclude Exclude
RU_val_15_36 7909 0 genomewide 52257 134539 0.388415255056155 3.89812157554111 Keep Keep Keep
RU_val_15_38 5857 0 genomewide 50057 134179 0.373061358334762 3.76767522402796 Keep Keep Keep
RU_Val_16_19 28602 0 genomewide 63854 168622 0.378681310860979 4.45639640231069 Keep Keep Keep
RU_Val_16_20 34621 0 genomewide 63560 165433 0.384203877098281 4.53933960797062 Keep Keep Keep
RU_Val_16_21 27496 0 genomewide 47472 133631 0.355246911270588 4.43926951912917 Keep Keep Keep
SC_eu_10_spring 29353 0 genomewide 70093 174187 0.402400868032632 4.46765249457387 Keep Keep Keep
SE_Lun_14_30 15319 0 genomewide 59498 167006 0.356262649246135 4.18523041616756 Keep Keep Keep
SE_Lun_15_14 19479 0 genomewide 61542 157884 0.389792505890401 4.28956665759242 Keep Keep Keep
SE_Lun_15_15 14832 0 genomewide 57892 149941 0.386098532089288 4.17119971680042 Keep Keep Keep
TR_Yes_14_03 659049 0 genomewide 242789 181687 1.33630364307848 5.81891770539598 Exclude Exclude Exclude
TR_Yes_14_04 470924 0 genomewide 215226 177610 1.21178987669613 5.67295082423326 Exclude Exclude Exclude
TR_Yes_15_3 19848 0 genomewide 60270 158411 0.380466002992216 4.29771675126415 Keep Keep Keep
TR_Yes_15_4 9106 0 genomewide 50187 142009 0.353407178418269 3.95932764597217 Keep Keep Keep
TR_Yes_15_5 20424 0 genomewide 65375 160693 0.406831660371018 4.31014080179619 Keep Keep Keep
TR_Yes_15_6 22423 0 genomewide 63370 161222 0.393060500427981 4.35069371692464 Keep Keep Keep
TR_Yes_15_7 77226 0 genomewide 42651 173293 0.246120731939547 4.8877635406921 Keep Keep Keep
TR_Yes_15_8 23420 0 genomewide 65334 163156 0.400438843805928 4.36958689073634 Keep Keep Keep
TR_Yes_16_39 29017 0 genomewide 61846 166689 0.371026282478148 4.46265250972837 Keep Keep Keep
TR_Yes_16_40 28539 0 genomewide 60712 162106 0.374520375556735 4.45543875146641 Keep Keep Keep
TR_Yes_16_41 36910 0 genomewide 68333 175565 0.389217668669723 4.56714404519566 Keep Keep Keep
TR_Yes_16_42 27029 0 genomewide 63837 172340 0.37041313682256 4.43182997827306 Keep Keep Keep
TR_Yes_16_43 33299 0 genomewide 68097 178129 0.382290362602384 4.52243119143416 Keep Keep Keep
TR_Yes_16_52 19964 0 genomewide 56705 159150 0.356299088909833 4.30024756119408 Keep Keep Keep
UA_Che_14_28 9088 0 genomewide 57858 162543 0.355955039589524 3.95846831836694 Keep Keep Keep
UA_Che_14_29 8590 0 genomewide 55871 156742 0.356452003930025 3.93399316383124 Keep Keep Keep
UA_Che_14_47 355914 0 genomewide 175478 180725 0.970966938719048 5.55134507146314 Exclude Exclude Exclude
UA_Che_14_48 364975 0 genomewide 174456 176571 0.988021815586931 5.56226311724033 Exclude Exclude Exclude
UA_Cho_15_24 9391 0 genomewide 54877 142210 0.385887068419942 3.97271184054707 Keep Keep Keep
UA_Cho_15_25 91 0 genomewide 30707 96865 0.317008207298818 1.95904139232109 Keep Keep Keep
UA_Cho_15_26 18768 0 genomewide 57074 153472 0.371885425354462 4.27341799477145 Keep Keep Keep
UA_Cho_15_27 9015 0 genomewide 54400 138414 0.393023827069516 3.95496573105842 Keep Keep Keep
UA_Cho_15_65 31386 0 genomewide 65028 169268 0.384171845830281 4.49673597041108 Keep Keep Keep
UA_Cho_15_67 23058 0 genomewide 62850 167703 0.374769682116599 4.36282163484799 Keep Keep Keep
UA_Cho_15_68 23044 0 genomewide 62562 168567 0.37114025876951 4.36255786655449 Keep Keep Keep
UA_Cho_15_69 20925 0 genomewide 59907 164106 0.365050638002267 4.3206654666653 Keep Keep Keep
UA_Cho_15_70 21631 0 genomewide 62183 167384 0.371499068011279 4.33507659731441 Keep Keep Keep
UA_Cho_16_54 21875 0 genomewide 63290 170313 0.371609918209414 4.33994806169435 Keep Keep Keep
UA_Cho_16_55 28952 0 genomewide 65251 171388 0.380720937288492 4.46167857010014 Keep Keep Keep
UA_Cho_16_62 23295 0 genomewide 63551 170504 0.372724393562614 4.36726271478424 Keep Keep Keep
UA_Dro_14_27 9880 0 genomewide 55778 157594 0.353934794471871 3.99475694458763 Keep Keep Keep
UA_Dro_15_10 10207 0 genomewide 56530 145576 0.388319503214816 4.00889811477094 Keep Keep Keep
UA_Dro_16_56 29130 0 genomewide 56623 151729 0.373185086568817 4.46434048462767 Keep Keep Keep
UA_Kan_16_57 23727 0 genomewide 62323 167560 0.371944378133206 4.37524283026077 Keep Keep Keep
UA_Kha_14_45 352229 0 genomewide 175728 177064 0.992454705643157 5.54682510978427 Exclude Exclude Exclude
UA_Kha_14_46 302784 0 genomewide 160033 165455 0.967229760357801 5.48113292203245 Exclude Exclude Exclude
UA_Kha_15_19 12342 0 genomewide 61553 151348 0.40669846975183 4.09138554207837 Keep Keep Keep
UA_Kha_16_58 25872 0 genomewide 59875 161838 0.369968734166265 4.41283000256233 Keep Keep Keep
UA_Kyi_14_23 9134 0 genomewide 52351 145217 0.360501869615816 3.96066100727098 Keep Keep Keep
UA_Kyi_14_24 6425 0 genomewide 50917 145735 0.349380725289052 3.80787313200333 Keep Keep Keep
UA_Kyi_14_49 292912 0 genomewide 154610 164208 0.941549741790899 5.4667371641945 Exclude Exclude Exclude
UA_Kyi_15_64 28485 0 genomewide 64102 168520 0.380382150486589 4.4546162237927 Keep Keep Keep
UA_Kyi_16_44 19999 0 genomewide 61416 166708 0.368404635650359 4.301008280397 Keep Keep Keep
UA_Kyi_16_45 19747 0 genomewide 58797 162829 0.361096610554631 4.29550112616962 Keep Keep Keep
UA_Kyi_16_59 26452 0 genomewide 64067 170747 0.375215962798761 4.42245851403194 Keep Keep Keep
UA_od_13_fall 11937 0 genomewide 64310 180219 0.356843618042493 4.07689519386605 Keep Keep Keep
UA_od_13_spring 23408 0 genomewide 64829 178036 0.364134220045384 4.36936430878124 Keep Keep Keep
UA_Ode_14_19 9554 0 genomewide 53713 149379 0.359575308443623 3.98018523694734 Keep Keep Keep
UA_Ode_14_20 7486 0 genomewide 50776 144286 0.351912174431338 3.8742498227784 Keep Keep Keep
UA_Ode_14_21 9447 0 genomewide 54827 154723 0.354355848839539 3.97529391535621 Keep Keep Keep
UA_Ode_14_22 7599 0 genomewide 54578 154284 0.353750226854372 3.88075644451021 Keep Keep Keep
UA_Ode_15_11 11536 0 genomewide 57062 157913 0.361350870415989 4.06205524737535 Keep Keep Keep
UA_Ode_15_20 8803 0 genomewide 56116 147780 0.379726620652321 3.94463070185628 Keep Keep Keep
UA_Ode_15_22 7521 0 genomewide 56304 148351 0.379532325363496 3.87627558867788 Keep Keep Keep
UA_Ode_15_66 21428 0 genomewide 58462 160445 0.364374084577269 4.33098163770082 Keep Keep Keep
UA_Ode_16_46 23347 0 genomewide 55110 152308 0.361832602358379 4.36823108331113 Keep Keep Keep
UA_Ode_16_47 17966 0 genomewide 55320 155357 0.356083086053412 4.25445139534502 Keep Keep Keep
UA_Pir_14_26 11499 0 genomewide 60359 167248 0.360895197550942 4.06066007397401 Keep Keep Keep
UA_Pir_15_21 7695 0 genomewide 57612 148608 0.387677648578811 3.8862086241675 Keep Keep Keep
UA_Pyr_16_48 27504 0 genomewide 57210 154433 0.370451911184786 4.43939585934298 Keep Keep Keep
UA_Pyr_16_49 28841 0 genomewide 66313 174388 0.380261256508475 4.4600103145409 Keep Keep Keep
UA_Uma_14_50 317843 0 genomewide 167912 167430 1.00287881502718 5.5022126512082 Exclude Exclude Exclude
UA_Uma_15_9 8101 0 genomewide 57793 152020 0.380167083278516 3.90853863217196 Keep Keep Keep
UA_Uma_16_50 14359 0 genomewide 53726 152998 0.351154917057739 4.15712419550487 Keep Keep Keep
UA_Uma_16_51 17753 0 genomewide 55328 154634 0.357799707696884 4.2492717530731 Keep Keep Keep
UA_Var_14_25 8768 0 genomewide 56104 154527 0.363069237091253 3.94290054114029 Keep Keep Keep
UA_Var_15_18 8046 0 genomewide 57097 148571 0.384307839349537 3.90558002823524 Keep Keep Keep
UA_Var_16_60 20595 0 genomewide 58778 160616 0.365953578721921 4.31376179629244 Keep Keep Keep
UA_Yal_14_16 12529 0 genomewide 58473 160064 0.36531012594962 4.09791640923733 Keep Keep Keep
UA_Yal_14_18 11455 0 genomewide 56668 154898 0.365840746814032 4.05899509352542 Keep Keep Keep
UA_Yal_15_23 11980 0 genomewide 43487 123928 0.350905364405138 4.07845681805329 Keep Keep Keep
UA_Yal_15_63 22470 0 genomewide 59565 160546 0.371015160763893 4.35160307241913 Keep Keep Keep
UA_Yal_16_61 22223 0 genomewide 56028 152115 0.368326595010354 4.34680268626552 Keep Keep Keep
UK_Dai_15_52 14910 0 genomewide 48612 131308 0.370213543729247 4.17347764345299 Keep Keep Keep
UK_Dai_16_23 32837 0 genomewide 62793 168149 0.373436654395804 4.51636347296142 Keep Keep Keep
UK_Lut_14_13 22103 0 genomewide 62357 168575 0.369906569776064 4.34445122368614 Keep Keep Keep
UK_Mar_14_12 21003 0 genomewide 61845 168880 0.366206774040739 4.32228133237161 Keep Keep Keep
UK_Mar_15_42 19661 0 genomewide 60545 153144 0.395346863083111 4.29360560319282 Keep Keep Keep
UK_Mar_16_53 38323 0 genomewide 69874 181810 0.384324294593257 4.58345949916559 Keep Keep Keep
UK_She_14_09 133212 0 genomewide 72520 102391 0.708265374886465 5.12454334870097 Keep Keep Keep
UK_She_15_17 22552 0 genomewide 58562 160569 0.364715480572215 4.35318506286355 Keep Keep Keep
UK_Sou_14_10 344973 0 genomewide 168180 176009 0.955519320034771 5.53778510547943 Exclude Exclude Exclude
VA_ch_12_fall 19907 0 genomewide 57125 171135 0.333800800537587 4.29900581645064 Keep Keep Keep
VA_ch_12_spring 17858 0 genomewide 68297 184888 0.369396607675998 4.25183281862864 Keep Keep Keep
VA_ch_14_fall 20810 0 genomewide 72148 192912 0.37399436012275 4.31827208021163 Keep Keep Keep
VA_ch_14_spring 18731 0 genomewide 70707 191305 0.369603512715298 4.27256096386156 Keep Keep Keep
VA_ch_15_fall 15268 0 genomewide 71937 195464 0.368031964965416 4.18378215127706 Keep Keep Keep
VA_ch_15_spring 14837 0 genomewide 72310 196762 0.367499822120125 4.17134609668718 Keep Keep Keep
WA_se_14_spring 46265 0 genomewide 88122 216388 0.407240697266022 4.66525256650348 Keep Keep Keep
WI_cp_12_fall 8838 0 genomewide 59707 174983 0.341216003840373 3.94635399722627 Keep Keep Keep
WI_cp_12_frost 8601 0 genomewide 58405 171952 0.339658741974505 3.93454894766615 Keep Keep Keep
WI_cp_12_spring 4690 0 genomewide 39570 123224 0.32112250860222 3.67117284271508 Keep Keep Keep
WI_cp_13_fall 16484 0 genomewide 68306 189435 0.360577506796527 4.21706260585255 Keep Keep Keep
WI_cp_13_spring 143592 0 genomewide 98725 243087 0.406130315483757 5.15713024455365 Keep Keep Keep
WI_cp_14_fall 42165 0 genomewide 84434 212318 0.397677069301708 4.62495210466312 Keep Keep Keep
WI_cp_14_spring 26345 0 genomewide 67112 193343 0.347113678798819 4.42069820290881 Keep Keep Keep
